Price;Boat Type;Manufacturer;Condition ;Fuel ;Length;Width;Material;Country;City
EUR 192000;Deck Boat;Sessa power boats;new boat from stock;;11.2;3.3;;Italy; Toscana
EUR 190400;Motor Yacht;Bénéteau power boats;new boat from stock;;9.95;3.35;;Germany;
CHF 204000;Fishing Boat;Ocean Master (US) power boats;Display Model;;9.8;3.0;GRP;Switzerland; Luganersee
CHF 204000;Motor Yacht;Aquador power boats;Used boat;;9.15;3.1;GRP;Switzerland; Vierwaldstättersee
EUR 190000;Flybridge;Bénéteau power boats;Used boat;;13.72;4.27;GRP;Croatia (Hrvatska);
EUR 190000;Motor Yacht;;Used boat;;16.1;5.0;;Italy; Friuli Venezia Giulia
EUR 190000;Motor Yacht;Chung Hwa power boats;Used boat;;14.4;4.4;GRP;Spain; Mallorca
EUR 190000;Flybridge;Sealine power boats;Used boat;;12.8;4.11;GRP;Belgium; Nieuwpoort (BE)
EUR 190000;Flybridge;Fairline power boats;Used boat;;16.02;4.67;;Italy; Nord Adria
EUR 190000;Flybridge;Astondoa power boats;Used boat;;16.05;4.65;;Spain; Espagne
EUR 190000;Motor Yacht;Premiere Yacht power boats;Used boat;;15.15;4.87;GRP;Slovenia; slovenia
EUR 190000;Flybridge;Conam power boats;Used boat;;18.45;4.3;GRP;Italy; Marina di Villa Igea
EUR 190000;Motor Yacht;Rodman power boats;Used boat;;13.67;4.2;GRP;Spain; Mallorca
EUR 190000;Center console boat;Premiere Yacht power boats;Used boat;;15.15;4.87;GRP;Italy; Campania
EUR 190000;Motor Yacht;Nimbus power boats;new boat on order;;9.35;2.95;GRP;Germany; Ausstellungshalle Traben-Trarbach
EUR 190000;Flybridge;Rodman power boats;Used boat;;13.67;4.2;PVC;Spain; Palma
EUR 190000;Hardtop;Cranchi power boats;Used boat;;13.43;4.15;PVC;France; Marseille
EUR 190000;Flybridge;Bénéteau power boats;Used boat;;12.62;3.99;PVC;France; Saint-Florent
EUR 190000;Sport Boat;Aquador power boats;new boat on order;;8.05;3.05;GRP;Germany; Traben-Trabach
EUR 190000;Cabin Boat;Aquador power boats;new boat on order;;8.05;3.05;GRP;Germany; Traben-Trabach
EUR 190000;Motor Yacht;Atlantis power boats;Used boat;;12.06;3.87;;Italy; Friuli Venezia Giulia
EUR 190000;Flybridge;;Used boat;;17.0;4.74;GRP;Italy; Lazio
EUR 190000;Flybridge;Enterprise Marine power boats;Used boat;;14.1;4.22;GRP;Italy; Mar Tirreno
EUR 190000;Hardtop;Rizzardi power boats;Used boat;;16.2;4.5;GRP;Italy; Campania
EUR 190000;Flybridge;Rodman power boats;Used boat;;13.7;4.18;PVC;France; saint cyprien
EUR 190000;Flybridge;Rodman power boats;Used boat;;13.7;4.18;PVC;France; saint cyprien
EUR 189900;Flybridge;Ferretti power boats;Used boat;;13.3;4.35;GRP;Italy; I Süd
EUR 189900;Sport Boat;Jeanneau power boats;new boat from stock;;10.57;3.21;GRP;Germany; Bayern
EUR 189000;Flybridge;Prestige Yachts power boats;Used boat;;13.36;4.16;PVC;France; ROYAN
EUR 189000;Sport Boat;Doral power boats;Used boat;;12.2;4.04;PVC;France; LA GRANDE MOTTE
EUR 189000;Flybridge;Dellapasqua power boats;Used boat;;13.3;4.32;GRP;Italy; Liguria
EUR 189000;Hardtop;Prestige Yachts power boats;Used boat;;13.36;4.16;PVC;France; grimaud
EUR 189000;Offshore Boat;Jeanneau power boats;Used boat;;10.57;3.21;GRP;Germany; Rhein
EUR 189000;Sport Boat;Boston Whaler power boats;Used boat;;8.23;2.74;GRP;Spain; Baleares
EUR 189000;Motor Yacht;Broom power boats;Used boat;;12.04;3.94;GRP;Netherlands; Lelystad
EUR 189000;Motor Yacht;Bénéteau power boats;Used boat;;10.98;3.98;GRP;Spain; Mallorca
EUR 189000;Motor Yacht;Aquastar power boats;Used boat;;11.8;3.8;GRP;Netherlands; Flevoland
EUR 189000;Hardtop;Sessa power boats;Used boat;;11.33;3.45;GRP;Spain; Mallorca
EUR 189000;Trawler;Linssen power boats;Used boat;;11.6;3.85;Steel;Netherlands; In verkoophaven
EUR 189000;Trawler;;Used boat;;13.0;4.35;Steel;Netherlands; In verkoophaven
EUR 189000;Motor Yacht;Cranchi power boats;Used boat;;13.8;4.15;GRP;Netherlands; Wanssum
EUR 189000;Trawler;Bénéteau power boats;Used boat;;10.98;4.0;PVC;France; ESPAGNE
EUR 189000;Trawler;Bénéteau power boats;Used boat;;10.98;4.0;PVC;Spain; Valencia
EUR 189000;Trawler;Bénéteau power boats;Used boat;;9.98;3.98;GRP;Spain; Alicante 
EUR 189000;Flybridge;Menorquin power boats;Used boat;;14.75;5.0;;Spain; Balearic Islands
EUR 189000;Flybridge;Grand Banks power boats;Used boat;;13.17;4.29;GRP;Germany; GROßENBRODE
EUR 189000;Motor Yacht;Jeanneau power boats;Used boat;;10.57;3.21;GRP;Spain; Mallorca
EUR 189000;Flybridge;Bénéteau power boats;Used boat;;9.98;3.98;GRP;Spain; Alicante
EUR 189000;Motor Yacht;;Used boat;;12.5;4.3;GRP;Netherlands; Binnenkort verkoophaven IJsseldelta Marina Hattem
CHF 204000;Hardtop;Aquador power boats;new boat from stock;;8.5;3.05;GRP;Switzerland; Vierwaldstättersee
EUR 188500;Cabin Boat;Jeanneau power boats;new boat on order;;9.23;2.98;;Germany; Schwebheim / Schweinfurt
DKK 1400000;Cabin Boat;;Used boat;;14.55;4.84;Wood;Denmark; Süddänemark
EUR 188000;Motor Yacht;Smelne power boats;Used boat;;14.9;4.5;Steel;Netherlands; Op aanvraag - Auf Anfrage - On request
EUR 188000;Trawler;Bénéteau power boats;Used boat;;10.39;3.53;PVC;France; LORIENT
EUR 188000;Classic;Super van Craft power boats;Used boat;;14.3;4.3;Steel;Belgium; regio Bergen
EUR 187500;Motor Yacht;Bavaria power boats;new boat from stock;;11.65;3.99;;Italy; Moniga del Garda (BS)
EUR 187500;Trawler;Linssen power boats;Used boat;;12.55;4.25;Steel;Netherlands; In verkoophaven
EUR 185000;Flybridge;Azimut power boats;Used boat;;13.21;4.11;GRP;Croatia (Hrvatska);
EUR 185000;Motor Yacht;Terra Nauta power boats;Used boat;;12.0;4.0;GRP;Croatia (Hrvatska);
EUR 185000;Motor Yacht;Fairline power boats;Used boat;;15.7;4.3;;Italy; Liguria
EUR 185000;Motor Yacht;Fairline power boats;Used boat;;14.63;3.05;GRP;Spain; Mallorca
EUR 185000;Trawler;Bénéteau power boats;Used boat;;9.99;3.53;PVC;France; La Rochelle
EUR 185000;Hardtop;Prestige Yachts power boats;Used boat;;11.92;3.89;PVC;France; GOLFE JUAN
EUR 185000;Motor Yacht;XL Marine power boats;Used boat;;12.08;4.0;;Italy; Lazio
EUR 185000;Motor Yacht;Pershing power boats;Used boat;;13.5;4.12;GRP;Italy; Mare Adriatico
EUR 185000;Trawler;Gruno power boats;Used boat;;11.0;3.7;Steel;Netherlands; regio Nijmegen
EUR 185000;Flybridge;Marine Projects power boats;Used boat;;13.54;4.17;Plastic;Germany; Raum Osnabrück 
EUR 185000;Hardtop;Jeanneau power boats;Used boat;;9.86;3.6;PVC;France; Cavalaire
EUR 185000;Motor Yacht;;Used boat;;11.05;3.7;Steel;Netherlands; Dordrecht
EUR 184900;Sport Boat;Astondoa power boats;Used boat;;11.97;3.6;GRP;Spain; Mallorca
EUR 184690;Bowrider;Buster power boats;new boat from stock;;9.47;2.84;Aluminium;Germany; Schleswig-Holstein
EUR 184611;Sport Boat;Cobrey power boats;new boat from stock;;8.8;2.59;GRP;Switzerland; Lake Constance
CHF 199500;Sport Boat;Cranchi power boats;new boat on order;;9.85;2.98;GRP;Switzerland; Lake of Zurich
CHF 198849;Pilothouse;Tullio Abbate power boats;new boat from stock;;9.15;2.75;GRP;Switzerland; Vierwaldstättersee
EUR 183300;Sport Boat;Crownline power boats;new boat from stock;;9.88;2.95;GRP;Germany; Gummersbach
EUR 182000;Trawler;Bénéteau power boats;Used boat;;13.6;4.17;GRP;Turkey; Southern Turkey
DKK 1350000;Motor Yacht;Sunseeker power boats;new boat from stock;;13.8;4.05;GRP;Denmark; Tyskland
CHF 196000;Motor Yacht;Doral power boats;Used boat;;12.0;3.8;GRP;Switzerland; Lake Constance
£ 165000;Wakeboard/Wakesurf;MasterCraft power boats;Used boat;;7.01;2.5;Plastic;Portugal; Lago azul
£ 164950;Hardtop;Jeanneau power boats;new boat from stock;;9.42;3.18;PVC;United Kingdom; Swanwick
CHF 195000;Motor Yacht;Jeanneau power boats;Used boat;;14.98;4.36;GRP;Switzerland; Lake of Zurich
CHF 195000;Bowrider;Chaparral power boats;new boat from stock;;8.23;2.59;GRP;Switzerland; Gottlieben 
CHF 195000;Motor Yacht;Bayliner power boats;Used boat;;14.85;4.38;GRP;Switzerland; Lake of Zurich
EUR 180000;Center console boat;Itama power boats;Used boat;;13.86;4.5;;Italy; Lazio
EUR 180000;Motor Yacht;;Used boat;;9.95;4.21;;Italy;
EUR 180000;Motor Yacht;Astondoa power boats;Used boat;;11.99;4.2;GRP;Spain;
EUR 180000;Flybridge;Hatteras power boats;Used boat;;15.24;4.81;GRP;Italy;
EUR 180000;Motor Yacht;Windy power boats;Used boat;;10.07;3.26;GRP;Germany; Havel
EUR 180000;Motor Yacht;Cranchi power boats;Used boat;;14.33;4.11;GRP;Spain; Empuriabrava
EUR 180000;Motor Yacht;Italcraft power boats;Used boat;;17.0;4.4;GRP;Italy; Toscana
EUR 179995;Motor Yacht;Sunseeker power boats;Used boat;;17.65;4.59;;Spain; Marbella
EUR 179990;House Boat;;Unleaded;;14.99;5.03;Aluminium;Germany; Havelberg
EUR 179950;Motor Yacht;Sunseeker power boats;Used boat;;19.2;4.75;GRP;Croatia (Hrvatska);
CHF 194500;Sport Boat;XO Boats power boats;Used boat;;8.6;2.59;Aluminium;Switzerland; Vierwaldstättersee
EUR 179900;Motor Yacht;Azimut power boats;Used boat;;14.0;4.0;GRP;Croatia (Hrvatska); Istra
EUR 179800;House Boat;;new boat from stock;;12.0;5.0;Aluminium;Netherlands; Nieuwbouw
EUR 179800;Flybridge;Rodman power boats;Used boat;;11.78;3.91;;Germany; Norddeutschland
EUR 179500;Motor Yacht;Sunseeker power boats;Used boat;;19.0;4.0;GRP;Croatia (Hrvatska); Istra
EUR 179500;Trawler;Katwijker power boats;Used boat;;26.5;5.0;Steel;Netherlands; Oude-Meer
EUR 179500;Motor Yacht;;Used boat;;16.7;3.9;Steel;Netherlands; Zwolle
EUR 179500;Trawler;Smelne power boats;Used boat;;12.7;4.1;Steel;Netherlands; In verkoophaven
EUR 179500;Trawler;Linssen power boats;Used boat;;10.7;3.4;Steel;Germany; Lübecker Bucht
EUR 179500;Motor Yacht;Fairline power boats;Used boat;;13.74;3.81;GRP;Netherlands; Nl Süd West
EUR 179500;Wakeboard/Wakesurf;Nautique power boats;new boat on order;;7.7;2.59;GRP;Germany; Rheinland-Pfalz
EUR 179500;Motor Yacht;Astondoa power boats;Used boat;;13.5;4.2;;Italy; Venedig
EUR 179500;Motor Yacht;Greenline power boats;Used boat;;9.99;3.49;PVC;Netherlands; Drimmelen
EUR 179000;Motor Yacht;;Used boat;;11.0;3.22;;Germany; Norddeutschland
EUR 179000;Cabin Boat;Fiart Mare power boats;Used boat;;12.45;3.97;GRP;Croatia (Hrvatska); ICICI Opatija 
EUR 179000;Flybridge;Azimut power boats;Used boat;;12.0;4.1;GRP;Croatia (Hrvatska); Rovinj
EUR 179000;Sport Boat;Chris Craft power boats;Used boat;;10.44;3.14;PVC;France; LA GRANDE MOTTE
EUR 179000;Trawler;;Used boat;;13.5;4.35;Steel;Netherlands; onbekend
EUR 179000;Motor Yacht;;Used boat;;13.9;4.15;Steel;Netherlands; In verkoophaven
EUR 179000;Flybridge;Jeanneau power boats;Used boat;;12.15;3.9;;Italy; Italy
EUR 179000;Trawler;Tryvia power boats;Used boat;;11.2;3.8;Steel;Netherlands; Bezichtiging op afspraak/Call us for a visit/Besic
EUR 179000;Center console boat;Airon Marine power boats;Used boat;;11.91;3.74;PVC;France;
EUR 179000;Hardtop;Cranchi power boats;Used boat;;14.19;4.1;GRP;Italy;
EUR 179000;Motor Yacht;Carnevali power boats;Used boat;;13.0;4.15;GRP;Italy; Lignano
EUR 179000;Motor Yacht;Bénéteau power boats;Used boat;;15.11;4.45;PVC;Spain; Palma
EUR 179000;Flybridge;Sealine power boats;Used boat;;14.11;4.27;GRP;Italy; INFO DD-YACHTING
EUR 179000;Motor Yacht;Rio power boats;Used boat;;13.35;4.0;GRP;Italy; Friuli-Venezia Giulia
EUR 179000;Sport Boat;Jeanneau power boats;new boat from stock;;10.5;3.2;PVC;France; BORMES LES MIMOSAS
EUR 178000;Motor Yacht;;Used boat;;16.4;4.9;GRP;Italy;
EUR 178000;Motor Yacht;Fiart Mare power boats;Used boat;;11.87;3.88;PVC;France;
EUR 178000;Motor Yacht;Jeanneau power boats;Used boat;;11.92;3.9;;France;
EUR 178000;Cabin Boat,Flybridge;Galeon power boats;Used boat;;10.56;3.46;GRP;Germany; Brandenburg
EUR 178000;Trawler;Linssen power boats;Used boat;;11.6;3.85;Steel;Netherlands; Roermond BestBoats
EUR 177900;Motor Yacht;Edership power boats;Used boat;;15.0;4.0;GRP;Croatia (Hrvatska); Istra
EUR 177548;Motor Yacht;Jeanneau power boats;new boat from stock;;9.23;3.0;GRP;Germany;2
EUR 177090;Center console boat;De Antonio Yachts power boats;new boat from stock;;7.99;2.95;PVC;Switzerland; Lake Geneva
CHF 190000;Flybridge;Azimut power boats;Used boat;;14.65;4.4;;Switzerland; Vierwaldstättersee
EUR 176615;Sport Boat;Delta Powerboats power boats;new boat on order;;8.1;2.6;GRP;Switzerland; Lake Constance
EUR 176000;Motor Yacht;Jeanneau power boats;Display Model;;9.23;2.98;GRP;Switzerland; Neuenburgersee
EUR 175900;Flybridge;Bavaria power boats;new boat from stock;;10.28;3.59;;Italy; Moniga del Garda (BS)
EUR 175848;Sport Boat;Frauscher power boats;new boat from stock;;8.67;2.51;GRP;Switzerland; Lake Constance
CHF 190000;Flybridge;van Wijk power boats;Used boat;;15.0;4.85;Steel;Switzerland; Neuenburgersee
CHF 190000;Cabin Boat,Motor Yacht,Sport Boat;Windy power boats;Used boat;;12.26;3.41;GRP;Lake Constance; Thal / St.Gallen
CHF 189900;Motor Yacht;Monterey power boats;new boat from stock;;10.7;3.4;GRP;Switzerland; 3421 Lyssach
£ 159950;Sport Boat;;Used boat;;11.8;3.99;PVC;United Kingdom; LINCOLN
EUR 175000;Trawler;Menorquin power boats;Used boat;;12.67;3.96;;Italy; Friuli Venezia Giulia
EUR 175000;Motor Yacht;Sea Ray power boats;Used boat;;15.0;4.0;GRP;Croatia (Hrvatska); Kvarner
EUR 175000;Hardtop;Di Donna power boats;Used boat;;11.35;4.14;GRP;Italy; Lazio
EUR 175000;Flybridge;Bénéteau power boats;Used boat;;13.95;4.3;GRP;Portugal; Algarve
EUR 175000;Motor Yacht;;Used boat;;13.0;4.5;Steel;Netherlands; De Punt
EUR 175000;Trawler;;Used boat;;31.41;5.38;Steel;Netherlands; Lelystad
EUR 175000;Classic,Motor Yacht;Canados power boats;Used boat;;18.3;5.3;Wood;Italy; Veneto
EUR 175000;Hardtop;Jeanneau power boats;Used boat;;11.15;3.74;GRP;Italy; Sardegna
EUR 175000;Motor Yacht;Sea Ray power boats;Used boat;;16.0;4.72;GRP;Croatia (Hrvatska); Kvarner
EUR 175000;Flybridge;Conam power boats;Used boat;;18.45;4.4;GRP;Italy; Emilia Romagna
EUR 175000;Motor Yacht;;Used boat;;15.8;4.47;;Italy; Tirreno
EUR 175000;Trawler;;Used boat;;12.0;4.05;Steel;Netherlands; Meppel
EUR 175000;Motor Yacht;Pershing power boats;Used boat;;13.78;4.14;GRP;Croatia (Hrvatska);
EUR 175000;Deck Boat;Rapsody power boats;Used boat;;9.0;2.62;GRP;Netherlands; In verkoophaven
EUR 175000;Motor Yacht;Bénéteau power boats;Used boat;;13.68;4.3;;Portugal; Algarve
EUR 175000;Pilothouse;Jeanneau power boats;Used boat;;9.95;2.99;;Italy; Campania
EUR 175000;Cabin Boat;Sea Ray power boats;Used boat;;11.88;3.81;Carbon Fiber;Greece; Lavrio
EUR 175000;Motor Yacht;Katwijker power boats;Used boat;;22.17;3.8;Steel;Belgium; Gent
EUR 175000;Motor Yacht;Cranchi power boats;Used boat;;14.0;4.1;GRP;Spain; Ibiza y Formentera
EUR 175000;Motor Yacht;Cranchi power boats;Used boat;;13.85;4.13;GRP;Spain; Informationen BCM-Yachtsales
EUR 174900;Trawler;Vri-Jon power boats;Used boat;;13.85;4.1;Steel;Netherlands; in onze showroom
EUR 174900;Trawler;Bénéteau power boats;Used boat;;13.0;4.0;GRP;Croatia (Hrvatska); Kvarner
EUR 174900;Motor Yacht;Bavaria power boats;Used boat;;10.28;3.59;GRP;Spain; Mallorca
EUR 174900;Hardtop;Galeon power boats;Used boat;;9.98;3.3;PVC;France;
EUR 174600;Center console boat;;new boat from stock;;7.99;2.95;;France; Ajaccio
EUR 174500;Trawler;Privateer power boats;Used boat;;12.5;4.0;Steel;Netherlands; Niet in verkoophaven
EUR 174500;Flybridge;Sea Ray power boats;Used boat;;16.46;4.72;GRP;Italy; I West
EUR 174500;Trawler;Valk power boats;Used boat;;14.5;4.25;Steel;Netherlands; Leidschendam
EUR 174500;Trawler;;Used boat;;16.8;4.25;Steel;Netherlands; Sneek
CHF 186900;Motor Yacht;Monterey power boats;Used boat;;10.7;3.4;GRP;Switzerland; Bielersee
EUR 174000;Flybridge;Sealine power boats;Used boat;;13.41;4.16;GRP;Netherlands; Niederlande
EUR 174000;Flybridge;Princess power boats;Used boat;;13.65;4.27;GRP;Spain; Mallorca
CHF 187980;Sport Boat;Aquador power boats;new boat from stock;;8.25;3.05;GRP;Switzerland; Vierwaldstättersee
EUR 173560;Hardtop;Jeanneau power boats;new boat from stock;;10.45;3.37;;France; LA GRANDE MOTTE
EUR 173455;Sport Boat;Jeanneau power boats;new boat from stock;;9.23;3.0;PVC;France;
EUR 173320;Hardtop;Galeon power boats;new boat on order;;10.4;2.99;GRP;Germany; Lake Constance
EUR 173000;Flybridge;Galeon power boats;Used boat;;11.76;3.74;GRP;Germany; Baden-Württemberg
CHF 186816;Cabin Boat;Regal power boats;new boat from stock;;8.78;2.6;GRP;Switzerland; Lake of Zurich
EUR 172700;Motor Yacht;Nimbus power boats;new boat from stock;;9.35;2.95;GRP;Netherlands; Lelystad
EUR 172500;Trawler;;Used boat;;12.32;4.35;Steel;Netherlands; Schiedam (NL)
EUR 172000;Motor Yacht;Azimut power boats;Used boat;;12.99;4.16;GRP;Italy; Ligurien
EUR 172000;Hardtop;Elan power boats;Used boat;;13.1;3.9;GRP;Germany; Nordsee
EUR 172000;Hardtop;Jeanneau power boats;Used boat;;10.5;3.32;PVC;France; VILLENEUVE LOUBET
EUR 171360;Cabin Boat;Jeanneau power boats;new boat from stock;;11.95;3.58;GRP;Germany;2
CHF 185000;Wakeboard/Wakesurf;MasterCraft power boats;Display Model;;6.8;2.5;GRP;Switzerland; Uznach
CHF 185000;Runabout;Need Yacht power boats;Used boat;;9.99;2.97;GRP;Switzerland; Lago Maggiore
EUR 170000;Trawler;;Used boat;;13.55;4.35;PVC;France; CARENTAN
EUR 170000;Motor Yacht;Bénéteau power boats;Used boat;;15.11;4.45;PVC;Spain; Mallorca
EUR 170000;Motor Yacht;;Used boat;;11.8;2.75;GRP;Germany; Türkei
EUR 170000;Motor Yacht;Cayman power boats;Used boat;;13.9;4.25;;Italy; Sardegna
EUR 170000;Offshore Boat;Performance power boats;Used boat;;10.97;3.0;GRP;Italy; Lombardy
EUR 170000;Wakeboard/Wakesurf;Nautique power boats;Used boat;;7.62;2.59;;Estonia; Tallinn
EUR 170000;Working Boat;;Used boat;;38.0;5.0;Steel;Netherlands; onbekend
EUR 170000;Motor Yacht;Bavaria power boats;Used boat;;14.99;4.41;GRP;Spain; Mallorca
EUR 170000;Motor Yacht;Bavaria power boats;Used boat;;10.8;3.59;GRP;Germany; Brandenburg
EUR 170000;Flybridge;Azimut power boats;Used boat;;14.5;4.42;GRP;Italy; Mar Tirreno
EUR 170000;Motor Yacht;;Used boat;;15.2;4.5;;Italy; Mar Ligure
EUR 169900;Flybridge;Azimut power boats;Used boat;;12.99;4.16;GRP;Croatia (Hrvatska); INFO BOOTE RIEDL NOVIGRAD
EUR 169900;House Boat;;new boat from stock;;10.5;3.8;Steel;Netherlands; Nieuwbouw
EUR 169900;Trawler;Smelne power boats;Used boat;;11.75;3.9;Steel;Netherlands; Niet in verkoophaven
EUR 169500;Flybridge;Cranchi power boats;Used boat;;11.83;3.83;GRP;Spain; Mallorca
EUR 169500;Motor Yacht;;Used boat;;13.0;4.1;Steel;Netherlands; Op aanvraag - Auf Anfrage - On request
EUR 169500;Motor Yacht;;Used boat;;24.98;4.8;Steel;Netherlands; Omgeving Reims
EUR 169500;Cabin Boat;Linex power boats;Used boat;;10.1;3.15;GRP;Germany; Nordsee
EUR 169000;Classic,Trawler;Grand Banks power boats;Used boat;;14.02;;Wood;Croatia (Hrvatska);
EUR 169000;House Boat;;Used boat;;29.5;6.6;Steel;Netherlands; Lelystad
EUR 169000;Flybridge;Sealine power boats;Used boat;;13.24;4.16;GRP;Netherlands; In verkoophaven
EUR 169000;Flybridge;Mochi Craft power boats;Used boat;;16.5;4.73;GRP;Italy; Veneto
EUR 169000;Motor Yacht;Sea Ray power boats;Used boat;;12.0;4.0;GRP;Slovenia;
EUR 169000;Motor Yacht;Super van Craft power boats;Used boat;;16.2;4.35;Steel;Netherlands; Meppel
EUR 169000;Motor Yacht;Sunseeker power boats;Used boat;;14.76;4.2;;Spain; Murcia
EUR 169000;Motor Yacht;Bénéteau power boats;Used boat;;15.1;4.49;GRP;Italy; Adria
EUR 169000;Flybridge;Azimut power boats;Used boat;;14.65;4.4;PVC;Spain; Dénia
EUR 169000;Motor Yacht;Sealine power boats;Used boat;;12.56;4.06;GRP;Spain; Alicante
EUR 169000;Trawler;Smelne power boats;Used boat;;13.0;4.0;Steel;Netherlands; Niet in verkoophaven
EUR 169000;Flybridge;Neptunus power boats;Used boat;;11.7;3.85;GRP;Germany; Elsfleth
EUR 169000;Motor Yacht;Sealine power boats;Used boat;;15.67;4.58;GRP;Spain; Mallorca
EUR 168000;Motor Yacht;Albemarle power boats;Used boat;;12.5;4.8;GRP;Germany; Greifswald
EUR 168000;Flybridge;Intermare power boats;Used boat;;12.0;4.05;GRP;Italy; Friuli-Venezia Giulia
EUR 168000;Motor Yacht;Albemarle power boats;Used boat;;12.5;4.8;;Germany; Ostsee
EUR 168000;Motor Yacht;Albemarle power boats;Used boat;;12.5;4.8;GRP;Germany; Ostsee
EUR 168000;Motor Yacht;;Used boat;;12.5;4.8;;Germany; Ostsee
£ 153098;Pilothouse;Jeanneau power boats;new boat from stock;;8.18;3.02;;United Kingdom; Swanwick
DKK 1245900;Motor Yacht;Bavaria power boats;new boat from stock;;10.94;3.31;;Denmark; Ab værft
EUR 167000;Motor Yacht;Cranchi power boats;Used boat;;15.33;4.32;;Italy; Friuli Venezia Giulia
EUR 167000;Flybridge;Cranchi power boats;Used boat;;11.83;3.83;;Italy; Friuli Venezia Giulia
EUR 167000;Flybridge;Princess power boats;Used boat;;13.05;4.17;GRP;Germany; Berlin
CHF 180000;Motor Yacht;Sealine power boats;Used boat;;11.46;3.78;GRP;Germany; Regensburg 
EUR 166000;Motor Yacht;Sessa power boats;new boat from stock;;11.2;3.3;;Italy; Toscana
EUR 166000;Flybridge;Sealine power boats;Used boat;;11.74;3.78;GRP;Austria; Fussach
EUR 165900;Center console boat;De Antonio Yachts power boats;new boat on order;;10.2;3.4;GRP;Switzerland; Lake Geneva
EUR 165800;House Boat;;new boat from stock;;11.98;5.0;Aluminium;Netherlands; Nieuwbouw
CHF 179000;Sport Boat;XO Boats power boats;Used boat;;8.6;2.6;Aluminium;Switzerland; Vierwaldstättersee
CHF 179000;House Boat;Linssen power boats;Used boat;;10.1;3.45;Steel;Switzerland; Neuenburgersee
